42056;-11.6719,26.7384;MA-11;Laayoune-Sakia El Hamra;Smara
0;-5.6030,35.4715;MA-01;Tanger-Tetouan-Al Hoceima;Chtaouna
0;-8.5205,31.4191;MA-07;Marrakesh-Safi;Staïli
0;-5.0837,34.0736;MA-03;Fes-Meknes;Douar Lemsibih
0;-3.7662,34.0463;MA-02;Oriental;Stah el Marhsel
0;-8.7946,30.0382;MA-09;Souss-Massa;Sriy
0;-5.0658,34.4900;MA-03;Fes-Meknes;Douar Zghoula
0;-7.2627,30.9255;MA-08;Drâa-Tafilalet;Çroub
0;-6.4544,31.7319;MA-05;Beni Mellal-Khenifra;Sremt
0;-4.5854,33.8532;MA-03;Fes-Meknes;Douar Esseraghna
0;-7.8613,31.5174;MA-07;Marrakesh-Safi;Douar Sraghna
0;-7.9300,31.5000;MA-07;Marrakesh-Safi;Sraghna
0;-7.8780,31.5248;MA-07;Marrakesh-Safi;Sraïri
0;-4.2446,34.3571;MA-03;Fes-Meknes;Douar Sraïha
0;-5.9285,34.9525;MA-01;Tanger-Tetouan-Al Hoceima;Douar Esserayma
0;-8.5641,30.5179;MA-09;Souss-Massa;Srahna
0;-5.8867,34.7943;MA-04;Rabat-Salé-Kénitra;Sidi Amer El Hadi
0;-5.0553,34.8694;MA-01;Tanger-Tetouan-Al Hoceima;Sourrak
0;-5.8658,34.9218;MA-04;Rabat-Salé-Kénitra;Douar Essoughmari
0;-4.7100,34.8300;MA-01;Tanger-Tetouan-Al Hoceima;Sourak
0;-7.0283,31.8282;MA-07;Marrakesh-Safi;Sour
0;-7.5981,31.1105;MA-08;Drâa-Tafilalet;Sour
44059;-6.0027,34.6866;MA-04;Rabat-Salé-Kénitra;Souq Larb’a al Gharb
0;-6.0333,31.3058;MA-08;Drâa-Tafilalet;Souq el Khmis
0;-8.5088,31.3481;MA-07;Marrakesh-Safi;Souq at Had Mejjat
0;-7.3229,31.5863;MA-07;Marrakesh-Safi;Souq el Arbaa
0;-5.5556,32.1229;MA-08;Drâa-Tafilalet;Sountat
6614;-7.1198,32.9947;MA-06;Casablanca-Settat;Souq at Tlata des Loulad
0;-8.9167,29.6063;MA-09;Souss-Massa;Souk Tleta de Tasserirt
0;-6.2419,32.7395;MA-05;Beni Mellal-Khenifra;Et Tleta Des Beni Zranntel
0;-7.8873,31.3481;MA-07;Marrakesh-Safi;Sour Tedrara
0;-8.1513,31.4859;MA-07;Marrakesh-Safi;Douar Souktana
1387;-9.2561,31.5834;MA-07;Marrakesh-Safi;Tafetachte
0;-8.1760,31.3870;MA-07;Marrakesh-Safi;Douar Souksou
65601;-6.7030,32.2973;MA-05;Beni Mellal-Khenifra;Souq Sebt Oulad Nemma
0;-5.6294,35.3071;MA-01;Tanger-Tetouan-Al Hoceima;Souk Khmis Bni Arouss
0;-7.9305,32.4962;MA-07;Marrakesh-Safi;Douar Soukkane
0;-5.9209,34.4700;MA-04;Rabat-Salé-Kénitra;Souk Jema el Haouafa
0;-5.3103,33.8489;MA-03;Fes-Meknes;Jamaat Lgour
12338;-7.9336,33.1148;MA-06;Casablanca-Settat;Jem’at Oulad ’Abbou
31318;-5.5085,34.4916;MA-04;Rabat-Salé-Kénitra;Souk et Tnine Jorf el Mellah
0;-8.1604,33.3149;MA-06;Casablanca-Settat;Souk et Tnine des Chtouka
0;-6.1343,34.6210;MA-04;Rabat-Salé-Kénitra;Souk Tlet El Gharb
0;-6.2806,33.0127;MA-05;Beni Mellal-Khenifra;Souq Tlat Chougrane
0;-6.7000,33.5600;MA-04;Rabat-Salé-Kénitra;Souk el Tleta
0;-7.1813,33.0579;MA-06;Casablanca-Settat;Sidi Dahbi
0;-5.5151,35.6703;MA-01;Tanger-Tetouan-Al Hoceima;Souk el Khemis
0;-9.5376,31.5785;MA-07;Marrakesh-Safi;Had Dra
0;-7.8687,32.8325;MA-06;Casablanca-Settat;El Had
9080;-6.5366,32.4493;MA-05;Beni Mellal-Khenifra;Souq Al Had Bradya
0;-6.2885,32.8278;MA-05;Beni Mellal-Khenifra;Souk el Had-des Beni-Batao
0;-5.4063,35.0265;MA-01;Tanger-Tetouan-Al Hoceima;Souk el Had
0;-8.4100,32.8900;MA-06;Casablanca-Settat;Souk el Arba Mogress
0;-5.9326,33.8219;MA-04;Rabat-Salé-Kénitra;Bataille
0;-9.4014,29.8049;MA-09;Souss-Massa;Souq Larba’ n’Aït Ahmed
6359;-6.9835,31.9617;MA-05;Beni Mellal-Khenifra;Foum Jam’a
0;-9.5624,30.5502;MA-09;Souss-Massa;Souk Arba Ou Annkerim
0;-9.1350,32.2373;MA-07;Marrakesh-Safi;Douar Souitat
0;-7.9941,31.4369;MA-07;Marrakesh-Safi;Swiri
0;-9.1408,32.3439;MA-07;Marrakesh-Safi;Douar Souirat
0;-9.1471,32.2927;MA-07;Marrakesh-Safi;Douar Souirat
0;-9.3385,32.0421;MA-07;Marrakesh-Safi;Swira Laqdima
0;-4.0000,34.9300;MA-01;Tanger-Tetouan-Al Hoceima;Souia
0;-7.6757,31.3544;MA-07;Marrakesh-Safi;Souggane
0;-3.7110,34.9817;MA-02;Oriental;Souf
0;-4.1970,34.1760;MA-03;Fes-Meknes;Souati
0;-6.2443,34.5075;MA-04;Rabat-Salé-Kénitra;Souassiyine Charqiya
0;-5.8207,35.0608;MA-01;Tanger-Tetouan-Al Hoceima;Souariene
0;-9.1026,30.4552;MA-09;Souss-Massa;Souahir
0;-4.3046,35.0447;MA-01;Tanger-Tetouan-Al Hoceima;Douar Bou Aich
0;-8.8568,32.4069;MA-07;Marrakesh-Safi;Oulad Souam
0;-8.7938,32.6595;MA-06;Casablanca-Settat;Soualma
0;-9.0480,31.8631;MA-07;Marrakesh-Safi;Douar Essoualma
0;-9.5466,30.1641;MA-09;Souss-Massa;Soualim
0;-5.9663,35.0637;MA-01;Tanger-Tetouan-Al Hoceima;Soualah Kherichfa
0;-8.0817,32.2260;MA-07;Marrakesh-Safi;Soualah Ben Hamadi
0;-5.9881,35.2853;MA-01;Tanger-Tetouan-Al Hoceima;Douar Soualeh
0;-5.9687,35.0073;MA-01;Tanger-Tetouan-Al Hoceima;Soualah
0;-9.2671,31.8983;MA-07;Marrakesh-Safi;Souala
0;-5.9534,35.1208;MA-01;Tanger-Tetouan-Al Hoceima;Souakene
0;-5.8430,34.7781;MA-04;Rabat-Salé-Kénitra;Douar Essouahel
0;-8.9063,32.3828;MA-07;Marrakesh-Safi;Douar Souabrat
0;-3.5284,35.1658;MA-02;Oriental;Souab
0;-5.4104,35.6270;MA-01;Tanger-Tetouan-Al Hoceima;Douar Asrour
0;-5.6804,34.3168;MA-04;Rabat-Salé-Kénitra;Douar Samhane
0;-6.3360,32.3334;MA-05;Beni Mellal-Khenifra;Somaa
0;-8.0681,31.5692;MA-07;Marrakesh-Safi;Douar Soltane
0;-5.9843,35.0617;MA-01;Tanger-Tetouan-Al Hoceima;Chanayja
0;-4.2158,35.0745;MA-01;Tanger-Tetouan-Al Hoceima;Senada
0;-8.2387,32.2052;MA-07;Marrakesh-Safi;As Smayra
0;-6.8200,30.1400;MA-09;Souss-Massa;Es Smeyra
0;-8.1309,32.2289;MA-07;Marrakesh-Safi;Simhat
0;-4.3500,34.8600;MA-01;Tanger-Tetouan-Al Hoceima;Smath
0;-8.2448,32.1555;MA-07;Marrakesh-Safi;Asmara
0;-6.8117,31.0245;MA-08;Drâa-Tafilalet;Smaïoun
0;-5.3133,34.3973;MA-03;Fes-Meknes;Smaïlat
0;-8.7902,31.9422;MA-07;Marrakesh-Safi;Smahat
0;-8.7579,32.1375;MA-07;Marrakesh-Safi;Smaana
0;-8.1099,32.0767;MA-07;Marrakesh-Safi;Haj Boujem’a
0;-5.4866,34.6110;MA-04;Rabat-Salé-Kénitra;Dar Slim
0;-5.9852,31.3877;MA-08;Drâa-Tafilalet;Aït Slilo
0;-5.8785,35.4050;MA-01;Tanger-Tetouan-Al Hoceima;Slatna
0;-7.3931,31.9851;MA-07;Marrakesh-Safi;Slalma
0;-9.1615,32.4887;MA-07;Marrakesh-Safi;Slamat
0;-7.7221,31.7991;MA-07;Marrakesh-Safi;Douar Skoura Qoddamiyine
2479;-4.5435,33.5194;MA-03;Fes-Meknes;Skoura
0;-7.7217,32.4660;MA-07;Marrakesh-Safi;Douar Skoura
4730;-6.5525,31.0626;MA-08;Drâa-Tafilalet;Skoura
0;-7.0137,31.8983;MA-05;Beni Mellal-Khenifra;Skoura
0;-8.8746,32.1872;MA-07;Marrakesh-Safi;Douar Skouk
0;-9.0803,30.4798;MA-09;Souss-Massa;Skirat
0;-8.8569,31.2296;MA-07;Marrakesh-Safi;Es Skaykima
0;-8.8141,31.4679;MA-07;Marrakesh-Safi;Skikine
0;-3.7420,35.0198;MA-02;Oriental;Skîfat
0;-5.0869,35.0273;MA-01;Tanger-Tetouan-Al Hoceima;Douar Sqifa
0;-5.6100,34.9600;MA-01;Tanger-Tetouan-Al Hoceima;Skifa
5835;-7.9153,32.4824;MA-07;Marrakesh-Safi;Skhour Rehamna
0;-5.4418,34.1041;MA-03;Fes-Meknes;Skhirat
0;-5.4904,34.7132;MA-01;Tanger-Tetouan-Al Hoceima;Skhira el Knia
0;-8.5859,31.4728;MA-07;Marrakesh-Safi;Skera
0;-5.6650,35.4477;MA-01;Tanger-Tetouan-Al Hoceima;Douar Cheqarich
0;-8.6087,32.3982;MA-07;Marrakesh-Safi;Skakma
0;-6.3678,32.3367;MA-05;Beni Mellal-Khenifra;Skakim
0;-3.8018,34.0132;MA-02;Oriental;Skakia
0;-3.8097,34.5921;MA-03;Fes-Meknes;Siouane
0;-9.7470,29.6216;MA-09;Souss-Massa;Sintil
0;-8.8329,30.0629;MA-09;Souss-Massa;Sint
0;-8.5434,30.7013;MA-09;Souss-Massa;Sinns
0;-9.2339,30.7420;MA-09;Souss-Massa;Sinit
0;-4.2870,31.3515;MA-08;Drâa-Tafilalet;Qçar As Sifa
0;-7.5938,33.1262;MA-06;Casablanca-Settat;Sidi Zwatina
14017;-8.3454,31.6691;MA-07;Marrakesh-Safi;Sidi Zouine
0;-6.5800,34.3100;MA-04;Rabat-Salé-Kénitra;Sidi Youssef
0;-10.1300,29.4100;MA-10;Guelmim-Oued Noun;Sidi Youssef
0;-5.3815,32.4082;MA-08;Drâa-Tafilalet;Sidi Yahya Ou Youssef
0;-5.5774,32.6801;MA-05;Beni Mellal-Khenifra;Sidi Yahya Ou Saad
0;-2.6026,34.7991;MA-02;Oriental;Sidi Yahya
0;-1.8639,34.6647;MA-02;Oriental;Sidi Yahya
0;-4.3236,33.7409;MA-03;Fes-Meknes;Sidi Yahia
0;-9.5600,31.6600;MA-07;Marrakesh-Safi;Sidi Yahya
10926;-6.9126,33.8298;MA-04;Rabat-Salé-Kénitra;Sidi Yahya Zaer
41472;-6.3040,34.3049;MA-04;Rabat-Salé-Kénitra;Sidi Yahia El Gharb
0;-8.7800,30.5100;MA-09;Souss-Massa;Sidi Yahia
0;-8.7303,31.7642;MA-07;Marrakesh-Safi;Douar Hdilat Thami
0;-7.4275,31.5617;MA-07;Marrakesh-Safi;Sidi Taïeb
0;-9.9800,29.4600;MA-10;Guelmim-Oued Noun;Sidi Suguer
6076;-8.5112,32.8246;MA-06;Casablanca-Settat;Sidi Smai’il
101541;-5.9260,34.2648;MA-04;Rabat-Salé-Kénitra;Sidi Slimane
0;-8.7591,30.7500;MA-09;Souss-Massa;Sidi Silmane
0;-7.0361,33.1948;MA-06;Casablanca-Settat;Sidi Sbat
0;-6.6800,32.0000;MA-05;Beni Mellal-Khenifra;Sidi Salem
0;-3.0300,35.1500;MA-02;Oriental;Sidi Salah
0;-9.1824,32.1167;MA-07;Marrakesh-Safi;Sidi Salah
0;-8.1193,33.1467;MA-06;Casablanca-Settat;Sidi S’id M’achou
0;-9.1656,32.1192;MA-07;Marrakesh-Safi;Douar Zaouiat Sidi Said
0;-8.2252,30.5925;MA-09;Souss-Massa;Sidi Sa’id Ou Ahmed
0;-10.5738,28.4595;MA-10;Guelmim-Oued Noun;Sidi Saïd
0;-8.8027,31.6860;MA-07;Marrakesh-Safi;Douar Saadana
0;-9.2583,32.2390;MA-07;Marrakesh-Safi;Sidi Ghouziya
0;-5.4454,34.6869;MA-04;Rabat-Salé-Kénitra;Sidi Redouane
0;-8.8153,32.1779;MA-07;Marrakesh-Safi;Kaddour Ben Hammou
10817;-7.4729,31.6503;MA-07;Marrakesh-Safi;Sidi Rahhal
22525;-7.9364,33.4774;MA-06;Casablanca-Settat;Sidi Rahal
0;-8.3776,32.4921;MA-06;Casablanca-Settat;Douar Oulad Sidi Rahal
82632;-5.7077,34.2215;MA-04;Rabat-Salé-Kénitra;Sidi Kacem
0;-7.5841,32.9630;MA-06;Casablanca-Settat;Zaouia Sidi El Haj El Arbi
0;-10.2838,29.2638;MA-10;Guelmim-Oued Noun;Sidi Ouarsik
0;-8.1475,32.0095;MA-07;Marrakesh-Safi;Sidi ’Amar Ben Hanechar
0;-8.3549,32.4044;MA-06;Casablanca-Settat;Sidi Omar
0;-8.9000,31.6100;MA-07;Marrakesh-Safi;Sidi Nouha
0;-9.1878,32.4738;MA-07;Marrakesh-Safi;Nouasra
0;-7.1351,32.3169;MA-07;Marrakesh-Safi;Douar Sidi Msour
0;-5.6256,33.2528;MA-05;Beni Mellal-Khenifra;Sidi Mrah
0;-8.2661,32.4834;MA-06;Casablanca-Settat;Sidi Moussa el Basr
0;-6.0415,34.3772;MA-04;Rabat-Salé-Kénitra;Sidi Moussa Ben Ali
0;-3.9392,34.2522;MA-03;Fes-Meknes;Sidi Moussa
0;-7.2009,32.2721;MA-07;Marrakesh-Safi;Sidi Moussa
0;-8.6587,30.6207;MA-09;Souss-Massa;Sidi Moussa
0;-3.8302,33.9611;MA-02;Oriental;Douar Sidi Mou
14803;-9.0158,31.5774;MA-07;Marrakesh-Safi;Sidi Lmokhtar
0;-8.3554,32.2596;MA-07;Marrakesh-Safi;Douar El Foqra
0;-6.0100,32.3300;MA-05;Beni Mellal-Khenifra;Sidi Mokhta
0;-10.0765,29.4920;MA-10;Guelmim-Oued Noun;Sidi Mohand Ou Sourou
0;-7.9000,30.4300;MA-09;Souss-Massa;Sidi Mohand Ou Khoussa
0;-7.7345,30.4708;MA-09;Souss-Massa;Sidi Mohand Ou Mbrarek
0;-9.2300,30.5500;MA-09;Souss-Massa;Sidi Mohand ou Brahim
0;-3.7568,34.6346;MA-03;Fes-Meknes;Ez Zaouia-Sidi Mohand et Taleb
0;-10.0100,29.4500;MA-10;Guelmim-Oued Noun;Sidi Mohand
0;-8.9852,31.4660;MA-07;Marrakesh-Safi;Sidi Mohammed Tlag Lasrah
0;-8.8733,32.1633;MA-07;Marrakesh-Safi;Sidi Mohammed Tiji
0;-5.5843,34.1371;MA-04;Rabat-Salé-Kénitra;Sidi Mohammed Siba
0;-10.0292,29.4857;MA-10;Guelmim-Oued Noun;Sidi Mohammed Ou Ali
0;-10.0534,29.5659;MA-10;Guelmim-Oued Noun;Sidi Mohamed Ben Abdellah
0;-7.6489,32.7584;MA-06;Casablanca-Settat;Oulad Meriem
0;-10.2574,29.1552;MA-10;Guelmim-Oued Noun;Sidi Mohammed Gout
0;-10.1936,29.1676;MA-10;Guelmim-Oued Noun;Sidi Mohammed el Moami
0;-7.5331,32.1199;MA-07;Marrakesh-Safi;Sidi Mohammed el Haj
0;-6.3093,32.3856;MA-05;Beni Mellal-Khenifra;Sidi Mohammed el Atchane
0;-2.7689,34.2652;MA-02;Oriental;Sidi Mohammed Bou Ziane
0;-2.8129,34.3890;MA-02;Oriental;Sidi Mohammed Ben Yahia
0;-8.4361,31.6254;MA-07;Marrakesh-Safi;Sidi Mohammed Ben Saïd
0;-7.5939,32.9507;MA-06;Casablanca-Settat;Oulad Sidi Mohamed Ben Jilali
0;-10.1374,29.3049;MA-10;Guelmim-Oued Noun;Sidi Mohammed Ben Daoud
0;-5.8355,33.9678;MA-04;Rabat-Salé-Kénitra;Sidi Mohammed ben Ahmed
0;-7.8510,32.7967;MA-06;Casablanca-Settat;Oulad Slim
0;-9.9614,29.2980;MA-10;Guelmim-Oued Noun;Id Mohamed
0;-4.4500,33.5000;MA-03;Fes-Meknes;Sidi Mohammed Azeroual
0;-10.2306,29.0271;MA-10;Guelmim-Oued Noun;Sidi Mohammed Arigrag
0;-5.3418,34.0321;MA-03;Fes-Meknes;Douar Sidi Mjahed
0;-9.5100,30.3300;MA-09;Souss-Massa;Sidi Mimoun
0;-6.3490,31.1176;MA-08;Drâa-Tafilalet;Sidi Mhand el Haj
0;-8.5686,31.0015;MA-07;Marrakesh-Safi;Sidi Mhand
0;-7.2534,32.0781;MA-07;Marrakesh-Safi;Sidi Messour
0;-9.9861,29.0801;MA-10;Guelmim-Oued Noun;Iguiçil
0;-9.9000,29.4000;MA-10;Guelmim-Oued Noun;Sidi Mehand U Yusef
0;-9.8996,29.3469;MA-10;Guelmim-Oued Noun;Id Mbarek Ou ’Addi
0;-7.8723,32.5894;MA-07;Marrakesh-Safi;Douar Oulad Sidi Moftah
0;-6.8800,32.4800;MA-05;Beni Mellal-Khenifra;Sidi Mbark
0;-7.7000,33.4800;MA-06;Casablanca-Settat;Sidi Mbarek
0;-9.2928,32.0519;MA-07;Marrakesh-Safi;Sidi Mbarek
0;-10.0577,29.1451;MA-10;Guelmim-Oued Noun;Sidi Matallah
0;-2.7900,34.3700;MA-02;Oriental;Sidi Marouf
0;-8.3451,31.9268;MA-07;Marrakesh-Safi;Douar Oulad Mansour
0;-10.2363,29.1402;MA-10;Guelmim-Oued Noun;Sidi Mansour
0;-6.7000,33.5300;MA-04;Rabat-Salé-Kénitra;Sidi Mahmoud
0;-7.6538,33.5140;MA-06;Casablanca-Settat;Sidi Ma’rouf
0;-9.4916,29.6719;MA-09;Souss-Massa;Miyghrmane
0;-9.4076,29.5501;MA-09;Souss-Massa;Tizi Islane
0;-7.4681,31.8248;MA-07;Marrakesh-Safi;Douar Sidi Al ‘Arbi
0;-7.2600,30.5100;MA-08;Drâa-Tafilalet;Sidi Larbi
0;-6.0507,32.9078;MA-05;Beni Mellal-Khenifra;Sidi Lamine
0;-8.7088,29.7599;MA-09;Souss-Massa;Sid Hdar
0;-9.9100,29.4100;MA-10;Guelmim-Oued Noun;Sidi Lahsen U Ali
0;-4.8852,34.5597;MA-03;Fes-Meknes;Sidi Lahsene
0;-2.6132,34.0911;MA-02;Oriental;Sidi Lahsene
0;-5.8010,33.7987;MA-04;Rabat-Salé-Kénitra;Sidi Lahssen
0;-8.0874,31.9888;MA-07;Marrakesh-Safi;Sidi Lahsene
0;-8.7175,32.2265;MA-07;Marrakesh-Safi;Sidi Omar
0;-5.3492,34.0300;MA-03;Fes-Meknes;Douar Sidi Qdat
0;-7.8728,33.2749;MA-06;Casablanca-Settat;Sidi Kasem Zemmal
0;-8.0729,31.8222;MA-07;Marrakesh-Safi;Sidi Kaddour
0;-5.6085,34.1900;MA-04;Rabat-Salé-Kénitra;Douar Lemmalk
0;-6.5335,31.2352;MA-08;Drâa-Tafilalet;Sidi Ja’far
5100;-6.4210,32.3895;MA-05;Beni Mellal-Khenifra;Sidi Jaber
0;-6.8756,31.4364;MA-05;Beni Mellal-Khenifra;Sidi Isbel
23606;-10.1730,29.3798;MA-09;Souss-Massa;Sidi Ifni
0;-9.9280,29.3997;MA-10;Guelmim-Oued Noun;Aït Hsayn
0;-10.2950,29.1503;MA-10;Guelmim-Oued Noun;Sidi Hibba
0;-10.0800,29.3100;MA-10;Guelmim-Oued Noun;Sidi Hiba
0;-10.2736,29.0887;MA-10;Guelmim-Oued Noun;Sidi Henno
0;-9.3395,32.0196;MA-07;Marrakesh-Safi;Zawiyet Sidi Hsayen
0;-5.9217,33.0458;MA-05;Beni Mellal-Khenifra;Sidi Hassine
0;-5.8441,35.6876;MA-01;Tanger-Tetouan-Al Hoceima;Sidi Hssaine
0;-4.8834,34.0273;MA-03;Fes-Meknes;Sidi Harazem
0;-9.1797,31.5686;MA-07;Marrakesh-Safi;Sidi Hammou el Gourd
0;-6.0942,34.5872;MA-04;Rabat-Salé-Kénitra;Sidi Hammouch
0;-8.4604,31.6090;MA-07;Marrakesh-Safi;Douar Hammadi
0;-10.1133,29.2335;MA-10;Guelmim-Oued Noun;Sidi Hamed Salah
0;-10.0800,29.4800;MA-10;Guelmim-Oued Noun;Sidi Hamed Ben Ali
0;-8.6527,32.3803;MA-07;Marrakesh-Safi;Oulad Si Hammadi
0;-7.2661,32.9131;MA-06;Casablanca-Settat;Sidi Hajjaj
0;-7.4194,33.5382;MA-06;Casablanca-Settat;Sidi Hajaj
0;-7.6352,32.7408;MA-06;Casablanca-Settat;Sidi Hajaj
0;-8.6100,32.7500;MA-06;Casablanca-Settat;Sidi Habib el Khalfi
0;-2.0100,34.9200;MA-02;Oriental;Sidi Gheikb
0;-6.4929,31.0220;MA-08;Drâa-Tafilalet;Sidi Flah
0;-7.8870,31.2365;MA-07;Marrakesh-Safi;Sidi Faress
0;-8.7872,32.0674;MA-07;Marrakesh-Safi;Douar Zaobiat Sidi Rahmoune
0;-10.2980,29.1698;MA-10;Guelmim-Oued Noun;Sidi Embark
0;-8.5916,32.0318;MA-07;Marrakesh-Safi;Dr. Mbarek Bou Souna
0;-8.6634,32.5411;MA-06;Casablanca-Settat;Douar Oulad El Ghazi
0;-6.2678,31.1396;MA-08;Drâa-Tafilalet;Sidi el Rhazi
0;-4.7893,34.6037;MA-03;Fes-Meknes;Sidi el Mokhfi
0;-5.7674,34.1861;MA-04;Rabat-Salé-Kénitra;Sidi el Makhfi
0;-10.0600,29.4600;MA-10;Guelmim-Oued Noun;Sidi el Makar
0;-9.1600,32.0800;MA-07;Marrakesh-Safi;Sidi el Maachi
0;-7.5392,33.0424;MA-06;Casablanca-Settat;Sidi Al Gholam
0;-10.2600,29.0800;MA-10;Guelmim-Oued Noun;Sidi el Hosaín
0;-7.2902,32.2672;MA-07;Marrakesh-Safi;Sidi El Hattab
0;-8.5577,29.7250;MA-09;Souss-Massa;Sidi el Haj ou Ali
0;-4.0800,34.8500;MA-01;Tanger-Tetouan-Al Hoceima;Sidi el Hajj Youssef
0;-9.7731,30.8046;MA-09;Souss-Massa;Sidi El Haj Ahmed
0;-7.8910,33.0358;MA-06;Casablanca-Settat;Oulad Sidi Hachmi
0;-7.3956,33.1626;MA-06;Casablanca-Settat;Douar Oulad Sidi El Aydi
0;-8.2702,31.8459;MA-07;Marrakesh-Safi;Sidi Dghoughi
0;-9.0803,31.4405;MA-07;Marrakesh-Safi;Sidi Dou
0;-4.2580,34.5525;MA-03;Fes-Meknes;Sidi Daououd
0;-7.2686,31.2586;MA-08;Drâa-Tafilalet;Sidi Daoud
0;-8.6916,31.7614;MA-07;Marrakesh-Safi;Sidi Chiker
0;-8.1651,30.6861;MA-09;Souss-Massa;Sidi Chaïb
0;-8.4248,31.6278;MA-07;Marrakesh-Safi;Azib El Mettougui Lfougani
0;-3.1212,33.9492;MA-02;Oriental;Sidi Brahim Ben Ameur
0;-7.6687,31.7688;MA-07;Marrakesh-Safi;Douar Jaafra
0;-10.2339,29.1743;MA-10;Guelmim-Oued Noun;Sidi Brahim
0;-3.8000,34.8000;MA-03;Fes-Meknes;Sidi Bou Zid
0;-8.7863,31.5070;MA-07;Marrakesh-Safi;Sidi Bou Zid
0;-7.9300,30.4600;MA-09;Souss-Massa;Sidi Bou Zekri
0;-7.8675,31.4206;MA-07;Marrakesh-Safi;Sidi Yahia
0;-9.7345,30.7947;MA-09;Souss-Massa;Sidi Bou Tlila
0;-5.7512,35.1388;MA-01;Tanger-Tetouan-Al Hoceima;Sidi Boussefra
0;-10.0168,29.3804;MA-10;Guelmim-Oued Noun;Sidi Bou Sda
0;-5.3621,34.5628;MA-04;Rabat-Salé-Kénitra;Sidi Bousber
0;-7.1858,31.6867;MA-05;Beni Mellal-Khenifra;Ait Sidi Bouçalah
0;-5.8600,30.4100;MA-08;Drâa-Tafilalet;Sidi Bou Salah
0;-8.0093,30.3564;MA-09;Souss-Massa;Sidi Bou Rja
0;-6.6278,31.9461;MA-05;Beni Mellal-Khenifra;Aghbalou-n-Aït Tamannayt
27577;-6.7389,34.1185;MA-04;Rabat-Salé-Kénitra;Bouknadel
0;-7.6992,32.5024;MA-07;Marrakesh-Safi;Sidi Bou Oukfa
10025;-7.9417,31.9023;MA-07;Marrakesh-Safi;Sidi Bou Othmane
0;-8.4415,31.2261;MA-07;Marrakesh-Safi;Sidi Bou ’Otmane
0;-7.3138,32.3909;MA-07;Marrakesh-Safi;Sidi Bou Okfa
0;-9.7819,31.1687;MA-07;Marrakesh-Safi;Sidi Bou Tebaf
0;-10.0496,29.4817;MA-10;Guelmim-Oued Noun;Sidi Bou n’Kenadi
0;-6.3152,34.2712;MA-04;Rabat-Salé-Kénitra;Sidi Bou Nouar
0;-8.2996,30.7406;MA-09;Souss-Massa;Sidi Bounaga
0;-5.9564,35.3876;MA-01;Tanger-Tetouan-Al Hoceima;Sidi Boutanouar
0;-5.7993,34.2521;MA-04;Rabat-Salé-Kénitra;Sidi Bou Maiz
0;-9.9584,29.6816;MA-09;Souss-Massa;Sidi Boû el Fedâïl
13929;-6.8800,32.8600;MA-05;Beni Mellal-Khenifra;Sidi Bou Lanouar
0;-7.4600,29.1800;MA-09;Souss-Massa;Sidi Bou Lanouar
0;-6.1305,34.4270;MA-04;Rabat-Salé-Kénitra;Sidi Bou Knadel
0;-5.9201,33.8702;MA-04;Rabat-Salé-Kénitra;Sidi Bou Knadel
0;-4.9912,32.9264;MA-08;Drâa-Tafilalet;Sidi Bou Laqnadij
0;-4.6923,32.2332;MA-08;Drâa-Tafilalet;Zawit Sidi Boukil
0;-8.3523,32.2490;MA-07;Marrakesh-Safi;Douar Lemkhalif
0;-10.0495,29.4817;MA-10;Guelmim-Oued Noun;Sidi Bou Kenadi
160;-3.6993,35.0489;MA-02;Oriental;Sidi Bouiachi
0;-2.3621,34.7391;MA-02;Oriental;Sidi Bouhria
0;-3.4611,34.7713;MA-02;Oriental;Sidi Bouhades
0;-10.0805,29.2570;MA-10;Guelmim-Oued Noun;Sidi Bouderbal
0;-8.5144,30.2309;MA-09;Souss-Massa;Sidi Bou Dala
0;-7.6931,31.9521;MA-07;Marrakesh-Safi;Sidi Bouchta
0;-3.0326,35.1294;MA-02;Oriental;Sidi Bouchbar
0;-9.0216,31.0103;MA-07;Marrakesh-Safi;Sidi bou Brahim
0;-8.5300,30.2100;MA-09;Souss-Massa;Sidi Bou Brahim
0;-7.0580,31.8260;MA-07;Marrakesh-Safi;Douar Sidi Boubker
0;-4.2592,31.3194;MA-08;Drâa-Tafilalet;Sidi Boubker
0;-4.4164,33.8442;MA-03;Fes-Meknes;Sidi Bou’azza
0;-6.0900,31.2200;MA-08;Drâa-Tafilalet;Sidi Bou Amrane
0;-4.3522,34.3116;MA-03;Fes-Meknes;Sidi Bou Allal
0;-6.9035,31.7010;MA-05;Beni Mellal-Khenifra;Sidi Bou Abdeli
0;-4.3694,31.9039;MA-08;Drâa-Tafilalet;Sidi Bou ’Abdillan
0;-9.9526,29.3043;MA-10;Guelmim-Oued Noun;Id Iria
0;-10.0300,29.1500;MA-10;Guelmim-Oued Noun;Sidi Borya
0;-10.1076,29.4480;MA-10;Guelmim-Oued Noun;Sidi Borja
0;-10.0979,29.2142;MA-10;Guelmim-Oued Noun;Sidi Borja
0;-9.6510,30.0542;MA-09;Souss-Massa;Sidi Binnzarene
6728;-9.5288,30.2378;MA-09;Souss-Massa;Sidi Bibi
0;-6.8958,33.5662;MA-06;Casablanca-Settat;Sidi Bettach
60948;-8.4277,32.6524;MA-06;Casablanca-Settat;Sidi Bennour
