19424;-14.8167,11.7333;GW-01;Bafatá;Xitole
0;-14.8833,12.5333;GW;;Sinchã Êrê
0;-14.7833,12.4833;GW;;Sinchã Êrê
0;-14.3833,12.3167;GW;;Sinchã Durô Buaro
0;-14.2167,12.5167;GW;;Sinchã Durà
0;-14.6667,11.9000;GW;;Sinchã Duntum
0;-13.9000,12.5333;GW;;Sinchã Dulò Bana
0;-14.8667,12.5667;GW;;Sinchã Dúlô
0;-14.5500,12.5500;GW;;Sinchã Dulò
0;-14.3500,12.5333;GW;;Sinchã Dulò
0;-14.7167,12.5000;GW;;Sinchã Duló
0;-14.1333,12.4833;GW;;Sinchã Dúlò
0;-14.6333,12.2333;GW;;Sinchã Dulò
0;-14.6667,12.1833;GW;;Sinchã Dulo
0;-14.1000,12.4500;GW;;Sinchã Duldè
0;-14.7667,12.2000;GW;;Sinchã Dulá
0;-14.8667,12.4667;GW;;Sinchã Dúà
0;-14.3500,12.2167;GW;;Sinchã Domã
0;-13.9333,12.5667;GW;;Sinchã Dolonguel
0;-14.7000,12.3167;GW;;Sinchã Dicò
0;-14.7333,12.2667;GW;;Sinchã Dembuel
0;-14.1167,12.6167;GW;;Sinchã Dembel
0;-14.1000,12.5000;GW;;Sinchã Dembel
0;-14.4333,12.3667;GW;;Sinchã Dembel
0;-14.7333,12.2333;GW;;Sinchã Dembel
0;-14.7833,12.1833;GW;;Sinchã Dembel
0;-14.8000,12.0167;GW;;Sinchã Dembel
0;-14.8333,12.4667;GW;;Sinchã Demba Uri
0;-14.2500,12.3333;GW;;Sinchã Demba Sani
0;-14.7500,12.2333;GW;;Sinchã Demba Sajo
0;-14.2000,12.5667;GW;;Sinchã Dembaro
0;-14.9167,11.6500;GW;;Sinchã Dembaro
0;-14.5333,12.2500;GW;;Sinchã Dembari
0;-14.2167,12.2667;GW;;Sinchã Demba Jamanca
0;-13.7667,12.3833;GW;;Sinchã Demba Jabuiel
0;-14.8000,11.7167;GW;;Sinchã Demba Já
0;-14.3833,12.2500;GW;;Sinchã Demba Ialare
0;-14.0833,12.4667;GW;;Sinchã Demba Danejo
0;-15.0667,12.5500;GW;;Sinchã Demba
0;-14.8167,12.5167;GW;;Sinchã Demba
0;-13.8000,12.3833;GW;;Sinchã Demba
0;-14.4167,12.2333;GW;;Sinchã Demba
0;-14.5833,12.2000;GW;;Sinchã Demba
0;-14.6333,11.9333;GW;;Sinchã Delo
0;-14.6833,12.3333;GW;;Sinchã Délè
0;-14.1833,12.4833;GW;;Sinchã Dêdê
0;-14.7167,11.6500;GW;;Sinchã Damã
0;-13.8667,12.3500;GW;;Sinchã Dâdi
0;-13.9167,12.4167;GW;;Sinchã Cutael
0;-14.5833,12.1833;GW;;Sinchã Cuta
0;-13.9167,12.3333;GW;;Sinchâ Cupè
0;-14.0333,12.2667;GW;;Sinchã Cunadi
0;-14.2167,12.2500;GW;;Sinchã Culò
0;-14.4000,12.4833;GW;;Sinchã Cuia
0;-14.6333,11.6667;GW;;Sinchã Cuchá
0;-14.9667,12.0500;GW;;Sinchã Corubal
0;-13.9667,12.4000;GW;;Sinchã Corca
0;-14.1833,12.4500;GW;;Sinchã Concomelo
0;-14.8333,11.7000;GW;;Sinchã Comandante
0;-15.2500,12.6500;GW;;Sinchã Coli
0;-14.7833,12.0667;GW;;Sinchã Coli
0;-13.8500,12.6667;GW;;Sinchã Coi
0;-14.1333,12.3333;GW;;Sinchã Coi
0;-14.5333,12.0667;GW;;Sinchã Chicamo
0;-14.3167,12.4000;GW;;Sinchã Cherno Iáià
0;-14.1667,12.5000;GW;;Sinchã Cherno
0;-14.5000,12.2833;GW;;Sinchã Cherno
0;-14.9500,11.5667;GW;;Sinchã Cherno
0;-14.3000,12.4000;GW;;Sinchã Carimo
0;-14.6167,12.2000;GW;;Sinchã Carimo
0;-13.9500,12.3667;GW;;Sinchã Capassa
0;-14.7333,12.5000;GW;;Sinchã Cantabá
0;-14.8167,12.4667;GW;;Sinchã Cantabá
0;-14.4000,12.3167;GW;;Sinchã Cantabá
0;-14.4500,12.3833;GW;;Sinchã Canho
0;-13.7667,12.4000;GW;;Sinchã Candébè
0;-14.8667,12.4667;GW;;Sinchã Camúnè
0;-14.6833,12.1667;GW;;Sinchã Camisa
0;-14.9833,12.0667;GW;;Sinchã Camisa
0;-14.1000,12.4333;GW;;Sinchã Cambana
0;-14.0500,12.2833;GW;;Sinchã Cambajã
0;-14.3833,12.4500;GW;;Sinchã Calilo
0;-14.7333,12.2333;GW;;Sinchã Caje
0;-13.8167,12.5167;GW;;Sinchã Cáchajà Bovè
0;-14.8333,12.2333;GW;;Sinchã Burè
0;-14.7667,12.2000;GW;;Sinchã Búquel
0;-14.0833,12.2667;GW;;Sinchã Bulimã
0;-14.4000,12.3000;GW;;Sinchã Bulbuiel
0;-13.9333,12.5833;GW;;Sinchã Búdi
0;-14.8333,12.5000;GW;;Sinchã Bucò
0;-15.0000,12.4667;GW;;Sinchã Buco
0;-14.7500,12.5667;GW;;Sinchã Bucari
0;-14.4000,12.5000;GW;;Sinchã Braíma
0;-14.4833,12.3667;GW;;Sinchã Braíma
0;-13.9000,12.3333;GW;;Sinchã Braíma
0;-13.9667,12.3167;GW;;Sinchã Braíma
0;-13.8667,12.6500;GW;;Sinchã Boxi
0;-14.1667,12.5333;GW;;Sinchã Boxê
0;-14.8667,12.5667;GW;;Sinchã Bota
0;-14.6667,12.1833;GW;;Sinchã Bosse
0;-14.6667,12.1500;GW;;Sinchã Boncò
0;-14.3500,12.2833;GW;;Sinchã Bona
0;-14.8500,12.2333;GW;;Sinchã Bolô
0;-13.6667,12.4167;GW;;Sinchã Bolama
0;-13.9167,12.4167;GW;;Sinchã Bójò
0;-14.5667,12.4833;GW;;Sinchã Bojel
0;-14.9333,12.5000;GW;;Sinchã Boído
0;-14.7000,12.3333;GW;;Sinchã Boi
0;-14.9833,12.2167;GW;;Sinchã Boébè
0;-14.4500,12.3333;GW;;Sinchã Boé
0;-14.4667,12.0667;GW;;Sinchã Bochè
0;-14.5667,11.9167;GW;;Sinchã Boché
0;-14.2833,12.3500;GW;;Sinchã Bocar
0;-14.8000,12.4333;GW;;Sinchã Bobo
0;-13.8667,12.3333;GW;;Sinchã Bobo
0;-13.7000,12.3333;GW;;Sinchã Bôbô
0;-14.7500,12.2333;GW;;Sinchã Bobo
0;-14.8500,12.4667;GW;;Sinchã Birom
0;-14.2167,12.5000;GW;;Sinchã Birò
0;-14.6500,12.1833;GW;;Sinchã Bilal
0;-15.1244,12.0125;GW;;Sinchã Bessunha
0;-14.7000,12.3000;GW;;Sinchã Belà
0;-14.6333,11.7000;GW;;Sinchã Belà
0;-14.0833,12.3333;GW;;Sinchã Bêbê
0;-13.7000,12.3333;GW;;Sinchã Barros
0;-14.3333,12.2833;GW;;Sinchã Barbosa
0;-14.3667,12.2000;GW;;Sinchã Bantã
0;-14.4000,12.3167;GW;;Sinchã Bambé
0;-14.8167,11.9667;GW;;Sinchã Bambè
0;-14.7667,11.8667;GW;;Sinchã Bambè
0;-14.2500,12.3667;GW;;Sinchã Bálà
0;-13.7333,12.3667;GW;;Sinchã Bailo
0;-14.4000,12.4000;GW;;Sinchã Bácari
0;-14.5000,12.3500;GW;;Sinchã Bácari
0;-14.3333,12.3000;GW;;Sinchã Bácari
0;-14.2667,12.3000;GW;;Sinchã Bácar Demba
0;-14.7667,12.5333;GW;;Sinchã Bácar
0;-14.6833,12.5000;GW;;Sinchã Bácar
0;-14.6500,12.0333;GW;;Sinchã Bácar
0;-14.7333,12.0500;GW;;Sinchã Ansumane
0;-14.8333,12.2500;GW;;Sinchã Amadu Baldè
0;-14.3500,12.2833;GW;;Sinchã Aliu Jau
0;-14.6667,12.5000;GW;;Sinchã Ali Nhaco
0;-14.1167,12.3167;GW;;Sinchã Alimo
0;-14.6833,12.2000;GW;;Sinchã Ali
0;-13.9333,12.4000;GW;;Sinchã Alfã
0;-14.2833,12.3000;GW;;Sinchã Alfá
0;-14.1000,12.3000;GW;;Sinchã Alfá
0;-14.1500,12.1833;GW;;Sinchã Alfã
0;-14.6167,12.0667;GW;;Sinchã Além
0;-14.7000,12.2167;GW;;Sinchã Alage
0;-14.6500,12.1833;GW;;Sinchã Alage
0;-14.6500,12.1000;GW;;Sinchã Alage
0;-14.6500,12.0000;GW;;Sinchã Alage
0;-14.7333,12.5333;GW;;Sinchã Ajanco
0;-13.7167,12.4000;GW;;Sinchã Ajanco
0;-14.4000,12.3500;GW;;Sinchã Ahiné
0;-14.6833,12.1500;GW;;Sinchã Agostinho
0;-14.6500,12.2000;GW;;Sinchã Adulai
0;-14.2667,12.5833;GW;;Sinchã Abdulai
0;-13.6833,12.4833;GW;;Sinchã Abdulai
0;-14.2833,12.3500;GW;;Sinchã Abdulai
0;-14.1167,12.3333;GW;;Sinchã Abdulai
0;-14.2667,12.2833;GW;;Sinchã Abdulai
0;-14.6333,12.1000;GW;;Sinchã Abdul
0;-14.5500,12.4167;GW;;Sinchã Abassi
0;-14.7500,11.9333;GW;;Sinchã Abà
0;-15.2333,11.1500;GW;;Sinchã
0;-15.4456,12.4336;GW-04;Oio;Simbor
0;-15.1428,12.3406;GW-04;Oio;Simbor
0;-14.4000,12.2833;GW;;Sima
0;-14.4333,12.4167;GW;;Silicunda
0;-15.9333,11.7833;GW;;Sija
0;-14.3167,12.5000;GW;;Sibitó
0;-14.2667,12.1667;GW;;Síbitò
0;-14.4500,12.5333;GW;;Sibijã Mandinga
0;-14.4667,12.5500;GW;;Sibijã Fula
0;-14.5000,12.3333;GW;;Sibijá
0;-15.3667,12.3667;GW;;Sibicunto
0;-14.8667,12.0167;GW;;Sibicroto
0;-14.5000,12.5833;GW;;Sibérè
0;-15.8056,12.3792;GW-06;Cacheu;Sibana
0;-14.3333,12.2333;GW;;Séuê
0;-15.7078,12.0539;GW-06;Cacheu;Serume
0;-15.3500,11.6833;GW;;Serra Leoa
0;-15.4167,12.4333;GW;;Serração Morais
0;-15.0500,12.4333;GW;;Serração Amaro
0;-15.8722,12.1489;GW-06;Cacheu;Sente
0;-13.8000,11.7000;GW;;Sentà
0;-15.5542,12.4625;GW-06;Cacheu;Senquerem
0;-14.0333,12.3167;GW;;Senegaliel
0;-15.6358,12.2675;GW-04;Oio;Selim
0;-14.4667,11.6333;GW;;Sele Sele
0;-14.2667,12.5167;GW;;Sejo Mandinga
0;-14.2500,12.5167;GW;;Sejo Fula
0;-14.8167,12.0500;GW;;Sejo
0;-15.0833,12.5333;GW;;Seicuro
0;-15.2000,11.9500;GW;;Séè
0;-15.4944,12.4272;GW-06;Cacheu;Sedimenta
0;-15.6833,12.3833;GW;;Sedifo
0;-15.9250,12.3975;GW-06;Cacheu;Sedengal
0;-15.9758,12.3733;GW-06;Cacheu;Secote
0;-14.2167,11.7167;GW;;Sebere Dandum
0;-15.8822,12.2275;GW-06;Cacheu;Sebanda
0;-14.6667,12.1000;GW;;Saxô Valérè
0;-14.6833,12.3333;GW;;Sauiã
0;-15.1333,11.5167;GW;;Saucunda Beafada
0;-15.1667,11.5167;GW;;Saucunda Balanta
0;-14.5333,12.3667;GW;;Saucunda
0;-15.5500,12.0000;GW;;Sau
0;-14.8833,11.7667;GW;;Satècuta
0;-15.3167,11.7500;GW;;Satecuta
0;-15.2667,11.4833;GW;;Satecuta
0;-15.5519,12.2833;GW-04;Oio;Sarubè
0;-15.8667,11.2833;GW;;Saro
0;-14.2000,11.7333;GW;;Sare Ussumane
0;-14.7500,12.2000;GW;;Sare Ura
0;-14.5500,12.0167;GW;;Sare Ura
0;-15.0500,12.5333;GW;;Sare Ulá
0;-14.6167,12.6500;GW;;Sare Uale
0;-15.0333,11.6167;GW;;Sare Tuto
0;-14.8500,12.6500;GW;;Sare Tombom
0;-15.0672,12.5386;GW-04;Oio;Sare Tenem
0;-14.5833,12.4000;GW;;Sare Tambá
0;-15.1500,12.6833;GW;;Sare Sofi
0;-14.9500,12.6333;GW;;Sare Seco
0;-15.0500,12.6000;GW;;Sare Sambujã
0;-14.0500,12.6000;GW;;Sare Sambi
0;-14.9000,12.6167;GW;;Sare Samba Tubaco
0;-15.1500,12.5000;GW;;Sare Samba Sinquirim
0;-15.1158,12.4922;GW-04;Oio;Sare Samba Seidi
0;-15.0558,12.5950;GW-04;Oio;Sare Samba Iafa
0;-15.0303,12.6344;GW-04;Oio;Sare Samba Fil
0;-15.0167,12.6667;GW;;Sare Samba Cantè
0;-15.1000,12.6167;GW;;Sare Samba Baldè
0;-14.7500,12.5833;GW;;Sare Salum
0;-15.1167,12.6333;GW;;Sare Sajau
0;-14.8667,12.4833;GW;;Sare Saco
0;-14.5167,12.3333;GW;;Sare Saba
0;-15.3333,12.5667;GW;;Sarero
0;-15.0333,12.6167;GW;;Sare Quetuca
0;-14.9333,12.6167;GW;;Sare Queda
0;-15.0522,12.6031;GW-04;Oio;Sare Quecuta
0;-14.9000,12.6167;GW;;Sare Patè
0;-14.7833,12.4833;GW;;Sare Patè
0;-15.1403,12.2664;GW-04;Oio;Sare Pate
0;-15.0167,12.6667;GW;;Sare Nhobum
0;-14.6667,12.4500;GW;;Sare Nhanhala
0;-15.1000,12.6333;GW;;Sare Nhado
0;-14.7667,12.0167;GW;;Sare Nhado
0;-14.9000,12.4500;GW;;Sare Nhaco
0;-15.1000,12.4000;GW;;Sare Mussá
0;-14.7000,12.5500;GW;;Sare Mulai
0;-14.9500,12.4667;GW;;Sare Morijã
0;-14.8167,12.5167;GW;;Sare Minine
0;-14.5333,12.5167;GW;;Sare Mijaca
0;-14.6500,12.4333;GW;;Sare Meta Boído
0;-14.7333,12.2000;GW;;Sare Meta
0;-14.7333,12.1167;GW;;Sare Meta
0;-14.6500,11.9500;GW;;Sare Mansàli
0;-14.7167,11.7333;GW;;Sare Mansali
0;-14.9000,12.6167;GW;;Sare Manè
0;-14.6500,12.1833;GW;;Sare Mané
0;-15.0000,12.6667;GW;;Sare Mancamã
0;-15.1033,12.6069;GW-04;Oio;Sare Mancamã
0;-15.3347,12.5608;GW-04;Oio;Sare Mancamã
0;-14.7167,12.5167;GW;;Sare Mamudo
0;-14.9833,12.6333;GW;;Sare Mamadi
0;-14.7000,12.6667;GW;;Sare Mali
0;-14.8167,12.2000;GW;;Sare Madina
0;-15.0167,12.6667;GW;;Sare Lu
0;-15.0917,12.6061;GW-04;Oio;Sare Leão
0;-15.1183,12.5756;GW-04;Oio;Sare Lamine
0;-14.7167,11.8000;GW;;Sare Lali
0;-14.0000,12.6500;GW;;Sare Juma
0;-14.9500,12.6833;GW;;Sare Jomel
0;-14.8500,12.3333;GW;;Sare Jobo
0;-15.1592,12.2861;GW-04;Oio;Sare Jobo
0;-14.8333,12.5333;GW;;Sare Jeta
0;-13.7000,12.5333;GW;;Sare Jaubè
0;-15.0000,12.5167;GW;;Sare Jancó
0;-14.8167,12.5167;GW;;Sare Jambarã
0;-14.9000,12.5167;GW;;Sare Jajo
0;-14.6667,12.3000;GW;;Sare Jaiba
0;-15.2167,12.6667;GW;;Sare Jai
0;-14.8833,12.4667;GW;;Sare Jai
0;-14.6000,12.3000;GW;;Sare Jai
0;-14.9000,12.6167;GW;;Sare Jaguil
0;-14.8000,12.5833;GW;;Sare Jaba
0;-14.8000,11.7167;GW;;Sare Iunca
0;-14.9500,12.6500;GW;;Sare Ioba Candè
0;-15.2331,12.5167;GW-04;Oio;Sare Ioba
0;-14.6833,12.1500;GW;;Sare Ioba
0;-14.9167,12.6167;GW;;Sare Ina
0;-14.2833,12.5167;GW;;Sare Ilô
0;-14.5333,12.4500;GW;;Sare Iero Nai
0;-15.0833,12.5500;GW;;Sare Iero Jau
0;-14.8833,12.5167;GW;;Sare Iero Embalô
0;-14.6000,12.2833;GW;;Sare Ierobà
0;-15.2167,12.5000;GW;;Sare Iero
0;-14.6333,12.3667;GW;;Sare Iero
0;-14.6833,12.0500;GW;;Sare Iero
0;-14.7000,11.9500;GW;;Sare Gurêel
0;-14.9000,12.6167;GW;;Sare Guigui
0;-15.0000,12.6500;GW;;Sare Guidere Baldè
0;-14.6333,12.4833;GW;;Sare Geno
0;-14.7500,12.1833;GW;;Sare Geno
0;-14.7667,12.2000;GW;;Sare Gêba
0;-14.7833,12.4333;GW;;Sare Gánhà
0;-14.7833,12.2167;GW;;Sare Ganà Dulò
0;-14.7667,12.2000;GW;;Sare Ganà
0;-14.9167,12.5000;GW;;Sare Endurè
0;-15.1833,12.5167;GW;;Sare Donhá
0;-14.8667,11.6000;GW;;Sare Donhà
0;-14.9500,12.6000;GW;;Sare Díurè
0;-14.8833,12.4667;GW;;Sare Dicò
0;-14.9167,12.6167;GW;;Sare Demboxè
0;-14.8500,12.6667;GW;;Sare Dembel
0;-14.8333,12.2500;GW;;Sare Dembel
0;-15.0175,12.6658;GW-04;Oio;Sare Demba Taquel
0;-14.9333,12.6333;GW;;Sare Demba Jicoi
0;-15.2200,12.6631;GW-04;Oio;Sare Demba Embalô
0;-14.8667,12.6833;GW;;Sare Demba Baderal
0;-15.2167,12.6667;GW;;Sare Demba
0;-14.2833,12.5333;GW;;Sare Demba
0;-15.0767,12.5214;GW-04;Oio;Sare Demba
0;-14.3000,12.3500;GW;;Sare Dêlô Maundè
0;-14.3000,12.3667;GW;;Sare Délò Mamadu
0;-14.8333,11.6667;GW;;Sare Delo
0;-14.5667,12.4667;GW;;Sare Dabel
0;-14.5833,12.3667;GW;;Sare Dabel
0;-14.5667,12.5167;GW;;Sare Cuta Penda
0;-14.8667,12.6833;GW;;Sare Cubè
0;-14.7333,12.5167;GW;;Sare Coli Embalo
0;-15.0097,12.6789;GW-04;Oio;Sare Coli Cebô
0;-14.9167,12.6167;GW;;Sare Coli
0;-14.6000,11.9667;GW;;Sare Coli
0;-14.4667,12.4167;GW;;Sare Chumo
0;-14.7500,12.5000;GW;;Sare Chumbo
0;-14.5500,12.4167;GW;;Sare Chumbo
0;-14.7667,12.3833;GW;;Sare Chumbo
0;-14.6833,12.3167;GW;;Sare Chicamo
0;-14.8167,12.2167;GW;;Sare Carajo
0;-14.7667,12.4833;GW;;Sare Canta
0;-14.9833,12.4667;GW;;Sare Canta
0;-14.5500,12.4500;GW;;Sare Canta
0;-13.7333,12.4333;GW;;Sare Burè
0;-14.8333,12.2333;GW;;Sare Budi
0;-14.9500,12.4333;GW;;Sare Bucò
0;-14.5000,12.2167;GW;;Sare Buba
0;-15.1017,12.6331;GW-04;Oio;Sare Bori
0;-14.6333,12.4000;GW;;Sare Birò
0;-14.5833,12.4833;GW;;Sare Biral
0;-14.8333,12.5167;GW;;Sare Birai
0;-14.5833,12.4000;GW;;Sare Béssè
0;-14.9500,12.6167;GW;;Sare Baradi
0;-14.8000,12.2667;GW;;Sare Banda
0;-14.6333,12.0667;GW;;Sare Bambè
0;-15.1000,12.6167;GW;;Sare Baldè
0;-14.4333,12.6667;GW;;Sare Bácar
0;-15.0333,12.6333;GW;;Sare Arfã
0;-14.5500,12.5500;GW;;Sare Andem
0;-15.0000,12.6833;GW;;Sare Anambé
0;-14.7167,11.5333;GW;;Sare Amadi
0;-14.5000,12.6667;GW;;Sare Aliu Sene
0;-14.9500,12.6333;GW;;Sare Alabato
0;-14.7667,11.9833;GW;;Sare Adè
0;-14.7167,11.6333;GW;;Sare Abdulai
0;-15.1167,12.1167;GW;;Sarauol
0;-14.5833,12.0000;GW;;Sarancho
0;-15.0839,12.1339;GW-04;Oio;Sárà
0;-15.3167,11.1833;GW;;São Nicolau
0;-15.2000,11.5000;GW;;São Miguel Beafada
0;-15.2167,11.5000;GW;;São Miguel Balanta
0;-15.4500,11.4167;GW;;São Martinho
0;-15.3667,12.4333;GW;;São José
0;-14.6333,12.3500;GW;;São José
0;-15.3500,11.8333;GW;;São José
0;-16.1217,12.3831;GW-06;Cacheu;São Jorge
0;-15.3500,11.3500;GW;;São Jorge
0;-15.4500,11.5833;GW;;São João Velho
0;-15.5500,12.4500;GW;;São João
0;-15.3500,12.4333;GW;;São João
0;-15.4500,11.5833;GW;;São João
6004;-16.2006,12.4019;GW-06;Cacheu;São Domingos
0;-14.6500,12.2500;GW;;São Domingos
0;-15.3833,11.3833;GW;;São Domingos
0;-14.9667,12.0167;GW;;São Belchior
0;-14.5333,12.1333;GW;;Sanumâ
0;-15.0667,12.4333;GW;;Santo António
0;-15.6900,12.1769;GW-06;Cacheu;Santarém
0;-15.2686,12.3167;GW-04;Oio;Santanto
0;-14.6500,12.0500;GW;;Santanjã
0;-15.3500,12.4833;GW;;Santancoto
0;-15.4178,12.4175;GW-04;Oio;Santancoto
0;-15.6500,12.3500;GW;;Santana
0;-15.2500,11.4333;GW;;Santana
0;-15.2431,12.2244;GW-04;Oio;Santambato
0;-15.3833,12.4333;GW;;Santa Maria
0;-15.6917,12.3275;GW-06;Cacheu;Santa Maria
0;-15.4500,11.6167;GW;;Santa Maria
0;-15.5833,11.8667;GW;;Santa Luzia
0;-15.4667,11.6833;GW;;Santa Joana
0;-14.8667,12.0500;GW;;Santa Helena
0;-15.1333,11.2000;GW;;Santa Clara
0;-14.9000,12.0833;GW;;Sansão
0;-15.2828,12.1144;GW-04;Oio;Sansanto
0;-15.3725,12.4264;GW-04;Oio;Sansancutoto
0;-14.7833,11.9833;GW;;Sansancuta
0;-15.3475,12.2650;GW-04;Oio;Sansabato
0;-15.6444,12.4383;GW-06;Cacheu;Sano
0;-15.6206,12.2836;GW-04;Oio;Sano
0;-15.3000,12.5000;GW;;Sanjalo
0;-15.2000,11.6500;GW;;Sanincha
0;-14.6167,11.7000;GW;;Sanhu Abasse
0;-15.7000,12.1167;GW;;Sanhar
0;-14.8500,11.8667;GW;;Sanguê Demba Danejo
0;-14.5500,12.0667;GW;;Sanguê Cabomba
0;-14.6333,12.0167;GW;;Sanguê Bololi
0;-14.8833,11.1667;GW;;Sangonhá
0;-14.9333,12.6167;GW;;Sangare
0;-14.6167,12.0833;GW;;Sangarè
0;-14.8000,12.5667;GW;;Sanècunda
0;-16.0500,12.4333;GW;;Sandina
0;-14.8333,12.4167;GW;;Sandamena
0;-14.9167,12.1167;GW;;Sancorlá
0;-15.2667,11.8333;GW;;Sancorlá
0;-15.8306,12.4192;GW-06;Cacheu;Sancoma
0;-15.4333,11.4833;GW;;Sancoma
0;-16.4403,12.3308;GW-06;Cacheu;Sancatuto
0;-14.5833,12.6833;GW;;Sancalancunda
0;-15.1989,12.5267;GW-04;Oio;Sancalancó
0;-14.1833,12.3667;GW;;Sancaba
0;-14.7667,11.6500;GW;;Sana Marum
0;-14.6500,11.7000;GW;;Sana Jau
0;-14.4167,12.4167;GW;;Sanael
0;-14.5833,12.0167;GW;;Samudo
0;-13.6667,12.3833;GW;;Sampaje
0;-14.1667,12.3167;GW;;Sampaiai
0;-15.4786,12.4831;GW-04;Oio;Samoje
0;-14.1000,11.7500;GW;;Saminhancho
0;-15.0667,11.3667;GW;;Samenhinte
0;-15.8167,12.4167;GW;;Sâmene
0;-14.9167,11.4167;GW;;Samenau
0;-14.5667,12.2667;GW;;Samé Maúdo
0;-14.5667,12.2667;GW;;Samè Cuía
0;-15.2500,11.1500;GW;;Sàmecá
0;-14.9667,12.2667;GW;;Sambulacunda
0;-15.4500,12.4500;GW;;Sambuiádim
0;-13.8667,12.5500;GW;;Sambuià
0;-15.4500,12.4500;GW;;Sambuiá
0;-14.6500,12.0167;GW;;Sambodado
0;-14.6500,12.0833;GW;;Sambel Embalô
0;-14.7500,11.7500;GW;;Sambel Berindim
0;-14.5500,12.0167;GW;;Sambel Bérè
0;-14.7500,11.8833;GW;;Sambel Bérè
0;-14.9500,11.4833;GW;;Sambasò
0;-14.9333,12.0000;GW;;Samba Silate
0;-14.6167,12.2500;GW;;Samba Salé
0;-14.6000,12.2500;GW;;Samba Sajo
0;-14.8833,11.6000;GW;;Samba Sábali
0;-14.5500,12.5833;GW;;Sambalicunda
0;-14.7500,11.9500;GW;;Sambalé
0;-14.8333,11.9833;GW;;Samba Juli
0;-14.2000,12.5000;GW;;Samba Jau
0;-14.6500,11.9500;GW;;Sambajai
0;-14.6167,11.6667;GW;;Samba Iobà
0;-14.2833,11.9500;GW;;Samba Gana
0;-14.7667,12.1000;GW;;Samba Daba
0;-14.4167,12.4667;GW;;Sambacunda
0;-15.6667,12.3833;GW;;Sambacunda
0;-14.6000,12.3667;GW;;Sambacunda
0;-14.7000,11.9333;GW;;Samba Cumbera
0;-15.0333,12.4500;GW;;Samba Culo
0;-14.5667,12.0167;GW;;Samba Chabi
0;-14.6000,11.9667;GW;;Samba Chabi
0;-14.2167,12.5333;GW;;Samba Candè
0;-15.0833,12.4500;GW;;Samba Candé
0;-14.5333,11.8000;GW;;Samba Candè
0;-14.8000,12.1833;GW;;Sambabuia
0;-14.5833,11.9500;GW;;Samba Ari
0;-14.5000,11.9333;GW;;Samba Árabe
0;-15.0333,11.4833;GW;;Samba
0;-14.7833,11.8667;GW;;Samaro
0;-14.1333,12.5500;GW;;Samaracunda
0;-15.3333,11.2167;GW;;Samane
0;-15.1269,12.6400;GW-04;Oio;Samandim
0;-14.0333,12.6000;GW;;Samadoro
0;-15.1333,12.6322;GW-04;Oio;Samã
0;-14.3500,12.3500;GW;;Sama
0;-15.0667,11.9333;GW;;Sama
0;-14.0500,12.1833;GW;;Saludinca
0;-15.2200,12.4528;GW-04;Oio;Saliquinhédim
0;-15.2456,12.4761;GW-04;Oio;Saliquinhé
0;-14.4333,12.4833;GW;;Saliquinhé
0;-15.2500,12.4667;GW;;Saliquinhé
0;-15.4333,11.7167;GW;;Saliquinhé
0;-14.8833,11.1500;GW;;Saliquinhé
0;-14.7167,11.7833;GW;;Salifo
0;-14.6833,11.9833;GW;;Sálià
0;-14.9833,11.4667;GW;;Salaquêual
0;-15.0000,11.4167;GW;;Salancaur Jate
0;-14.9500,11.4000;GW;;Salancaur Fula
0;-15.0167,11.4167;GW;;Salancaur Cul
0;-15.4833,11.6667;GW;;Salanca
0;-15.5667,11.5333;GW;;Salanca
0;-14.8833,11.7333;GW;;Salamina
0;-14.6000,12.2667;GW;;Salabà
0;-14.9500,12.1500;GW;;Salà
0;-13.8667,12.4333;GW;;Sajã
0;-15.6467,12.4142;GW-06;Cacheu;Saiamcutoto
0;-15.6400,12.4267;GW-06;Cacheu;Saiamcôtoto
0;-13.9333,12.2833;GW;;Sagoià
0;-13.9000,12.3833;GW;;Sagar
3193;-15.6500,11.9500;GW-12;Biombo;Safim
0;-15.7003,12.2172;GW-04;Oio;Sádejar de Naga
0;-15.6025,12.1350;GW-04;Oio;Sádejar de Binar
0;-14.4667,12.3500;GW;;Sabuiacunda
0;-15.2892,12.1267;GW-04;Oio;Sábà
0;-15.4667,11.9667;GW;;Rucuto
0;-15.4333,11.9500;GW;;Rucuto
0;-15.1000,11.3667;GW;;Rossum Ôle
0;-15.4164,12.0131;GW-04;Oio;Rossum
0;-15.5167,11.9667;GW;;Rossum
0;-15.2500,11.3833;GW;;Rossum
0;-14.7167,12.1000;GW;;Rosa
0;-15.0500,11.9333;GW;;Roncò
0;-15.1500,12.5000;GW;;Roca Esperança
0;-15.2333,11.7833;GW;;Rinhana
0;-15.9000,11.8500;GW;;Reino de Tor
0;-15.6500,11.9500;GW;;Reino de Safim
0;-15.7667,11.8167;GW;;Reino de Quecete
0;-16.0667,11.7833;GW;;Reino de Pintâmpil
0;-15.6333,11.9167;GW;;Reino de Jal
0;-15.6000,11.8667;GW;;Reino de Intim
0;-16.0667,11.7833;GW;;Reino de Indafe
0;-15.6333,11.8500;GW;;Reino de Bor
0;-15.6667,11.8833;GW;;Reino de Bissalanca
0;-15.7833,11.9500;GW;;Reino de Bijemita
44718;-15.6000,11.8500;GW-11;Bissau;Reino de Bandim
30778;-15.5833,11.9000;GW-11;Bissau;Reino de Antula
